ProviderKey,PurchasePriceExclVat_CHF,SuggestedRetailPriceInclVat_CHF,VatRatePercentage
STX_197298533331,141.00,199,8.1
STX_197298533317,118.50,169,8.1
STX_197298533454,132.00,189,8.1
STX_197298533300,211.50,279,8.1
STX_197298533386,156.00,219,8.1
STX_197298512206,137.00,199,8.1
STX_197298512091,170.00,239,8.1
STX_197298512145,148.50,209,8.1
STX_197298512084,143.50,199,8.1
STX_196074667291,191.00,259,8.1
STX_196074667406,165.00,229,8.1
STX_196074667376,222.50,289,8.1
STX_196074667321,241.50,319,8.1
STX_197298383363,270.50,339,8.1
STX_195747815403,78.00,139,8.1
STX_195747815465,113.50,169,8.1
STX_195747815472,111.00,159,8.1
STX_195747815496,117.00,169,8.1
STX_195747815526,176.00,239,8.1
STX_195747815410,95.50,149,8.1
STX_195747815328,87.00,139,8.1
STX_195747815366,95.50,149,8.1
STX_195747815502,98.00,149,8.1
STX_195747815397,111.00,159,8.1
STX_195747815458,97.00,149,8.1
STX_195747815489,77.00,139,8.1
STX_196479113720,161.00,229,8.1
STX_196479113768,155.00,219,8.1
STX_196479113614,172.50,239,8.1
STX_196479113751,199.00,259,8.1
STX_196479113744,172.50,239,8.1
STX_196479113706,138.50,199,8.1
STX_196479109990,193.50,259,8.1
STX_196479113638,185.00,249,8.1
STX_197593646798,108.00,159,8.1
STX_197593659828,112.00,169,8.1
STX_197593659880,104.50,159,8.1
STX_197593636928,113.50,169,8.1
STX_197595439398,259.00,319,8.1
STX_195238100506,136.00,189,8.1
STX_195238100407,131.00,189,8.1
STX_195238100490,112.00,169,8.1
STX_195238100384,142.00,199,8.1
STX_195238100445,112.00,169,8.1
STX_195238100469,107.00,159,8.1
STX_195238100476,144.50,209,8.1
STX_195238100391,107.00,159,8.1
STX_191887641377,127.00,179,8.1
STX_191887641391,121.00,149,8.1
STX_191887641452,112.00,169,8.1
STX_198726568635,420.00,499,8.1
STX_198726610402,210.00,279,8.1
STX_198726736720,269.00,339,8.1
STX_198726738205,385.00,459,8.1
STX_195866637979,88.00,139,8.1
STX_195866637986,68.00,129,8.1
STX_195866638006,94.50,149,8.1
STX_195866637931,99.50,149,8.1
STX_195866637955,88.00,139,8.1
STX_195866637993,50.50,149,8.1
STX_195866637948,93.00,149,8.1
STX_195866637962,87.00,139,8.1
STX_195747823033,177.50,239,8.1
STX_195747819357,93.00,149,8.1
STX_195747823088,84.50,139,8.1
STX_195747823002,177.50,239,8.1
STX_195747823156,177.50,239,8.1
STX_195747823057,128.50,189,8.1
STX_195747823132,116.00,169,8.1
STX_195747823118,129.50,189,8.1
STX_198481330751,128.50,189,8.1
STX_198481333325,165.00,229,8.1
STX_198481328512,161.00,229,8.1
STX_198481352388,151.00,209,8.1
STX_198481332007,131.00,189,8.1
STX_198481331055,132.00,189,8.1
STX_198481332779,148.50,209,8.1
STX_198481328208,209.00,279,8.1
STX_198481330782,158.50,219,8.1
STX_197597317038,166.00,229,8.1
STX_197597303116,166.00,229,8.1
STX_197602586008,127.00,179,8.1
STX_197602581591,126.00,179,8.1
STX_197602585179,180.00,239,8.1
STX_197602579116,156.00,169,8.1
STX_197602587159,147.00,209,8.1
STX_197602578973,156.00,219,8.1
STX_197602578089,127.00,169,8.1
STX_197602592849,127.00,179,8.1
STX_197602580112,151.00,209,8.1
STX_197602586152,126.00,179,8.1
STX_197602592726,181.00,239,8.1
STX_197602588835,131.00,189,8.1
STX_195238789589,98.00,149,8.1
STX_195238789657,117.00,169,8.1
STX_195238789640,98.00,149,8.1
STX_195238789701,129.50,189,8.1
STX_195238789725,200.00,269,8.1
STX_195238789732,200.00,269,8.1
STX_195238789718,112.00,169,8.1
STX_195238789633,109.50,189,8.1
STX_198487714104,143.50,199,8.1
STX_194957395187,148.50,209,8.1
STX_194957395231,95.50,149,8.1
STX_194957395255,85.50,139,8.1
STX_194957395217,103.00,159,8.1
STX_194957395194,123.50,149,8.1
STX_194957395200,112.00,169,8.1
STX_194957395224,82.00,139,8.1
STX_196074660780,161.00,229,8.1
STX_197298191050,118.50,169,8.1
STX_197298191036,131.00,189,8.1
STX_197298191012,138.50,199,8.1
STX_197298191104,129.50,189,8.1
STX_197298191067,127.00,179,8.1
STX_197298191081,139.50,199,8.1
STX_197298191159,168.50,239,8.1
STX_196074961160,192.50,259,8.1
STX_196074961146,248.00,319,8.1
STX_197298098779,263.00,329,8.1
STX_197298098854,178.50,239,8.1
STX_197298095747,153.50,219,8.1
STX_197298095716,273.00,339,8.1
STX_197298095587,133.50,189,8.1
STX_197298095679,136.00,189,8.1
STX_197298095655,133.50,189,8.1
STX_197298095617,137.00,199,8.1
STX_197298095600,133.50,189,8.1
STX_197298095624,231.50,299,8.1
STX_197298664721,190.00,249,8.1
STX_197298664813,232.50,299,8.1
STX_197298664653,415.00,489,8.1
STX_197298664738,205.00,269,8.1
STX_197298592048,142.00,199,8.1
STX_197298639026,117.00,169,8.1
STX_197298638975,138.50,199,8.1
STX_197298639002,166.00,229,8.1
STX_197298639040,70.50,129,8.1
STX_197298638982,114.50,169,8.1
STX_196074150328,162.50,229,8.1
STX_196074150366,162.50,229,8.1
STX_196074150229,162.50,229,8.1
STX_196074150212,162.50,229,8.1
STX_197298435055,314.50,389,8.1
STX_197298434942,260.50,329,8.1
STX_197298759939,177.50,239,8.1
STX_197298759786,157.50,219,8.1
STX_197298759823,170.00,239,8.1
STX_197298759861,204.00,269,8.1
STX_197298759762,113.50,169,8.1
STX_197298759892,137.00,199,8.1
STX_197298537124,107.00,159,8.1
STX_197298537094,124.50,149,8.1
STX_197298537186,114.50,169,8.1
STX_197298537100,118.50,169,8.1
STX_197298537117,136.00,189,8.1
STX_197298537131,126.00,179,8.1
STX_197298518178,123.50,149,8.1
STX_196074974979,240.50,309,8.1
STX_197298355988,116.00,169,8.1
STX_196074950553,147.00,209,8.1
STX_196074950652,162.50,229,8.1
STX_196074950621,207.50,239,8.1
STX_196074950638,153.50,219,8.1
STX_196074950522,97.00,149,8.1
STX_197298537261,265.50,329,8.1
STX_632360802286,249.00,319,8.1
STX_197298951203,183.50,239,8.1
STX_197298951180,151.00,209,8.1
STX_197298951197,132.00,199,8.1
STX_197298511193,227.50,299,8.1
STX_197298511292,149.50,209,8.1
STX_197298511209,162.50,229,8.1
STX_197298511308,268.00,339,8.1
STX_197298523554,170.00,239,8.1
STX_197298523615,373.50,459,8.1
STX_197298615440,221.50,289,8.1
STX_197298615518,232.50,299,8.1
STX_197298615419,232.50,299,8.1
STX_197298615433,232.50,299,8.1
STX_197298615495,234.00,309,8.1
STX_197298615341,214.00,279,8.1
STX_197298615464,221.50,289,8.1
STX_197298615372,166.00,229,8.1
STX_197298616744,214.00,279,8.1
STX_197298616669,201.50,269,8.1
STX_197298616768,151.00,209,8.1
STX_197298618953,287.00,359,8.1
STX_197298627252,146.00,209,8.1
STX_197298627269,139.50,199,8.1
STX_197298627320,136.00,189,8.1
STX_197298745437,293.00,319,8.1
STX_197298745406,241.50,319,8.1
STX_197298745444,243.00,319,8.1
STX_197298745376,202.50,269,8.1
STX_197298745390,241.50,319,8.1
STX_197298745420,217.50,289,8.1
STX_197298510899,196.50,259,8.1
STX_197298510837,148.50,209,8.1
STX_197298510936,114.50,169,8.1
STX_197298510950,138.50,199,8.1
STX_197298522007,127.00,179,8.1
STX_197298522021,94.50,149,8.1
STX_197298522052,166.00,229,8.1
STX_197298589451,240.50,319,8.1
STX_197298589444,139.50,199,8.1
STX_197298589505,214.00,289,8.1
STX_197298589550,200.00,269,8.1
STX_197298589598,202.50,279,8.1
STX_197298589529,180.00,249,8.1
STX_197298589512,187.50,259,8.1
STX_197298589543,188.50,259,8.1
STX_197298679886,348.50,429,8.1
STX_197298679749,317.00,389,8.1
STX_197298089210,224.00,289,8.1
STX_197298089128,230.00,299,8.1
STX_197298089074,254.00,319,8.1
STX_197298089227,243.00,319,8.1
STX_197298308243,231.50,299,8.1
STX_197298308052,172.50,239,8.1
STX_197298308182,131.00,189,8.1
STX_197298308144,88.00,139,8.1
STX_197298308076,156.00,219,8.1
STX_197298392686,139.50,199,8.1
STX_197298392624,111.00,159,8.1
STX_197298392617,127.00,179,8.1
STX_197298534147,216.50,289,8.1
STX_197298534161,328.50,399,8.1
STX_197298534246,269.00,339,8.1
STX_197298534130,497.00,579,8.1
STX_197298534154,202.50,269,8.1
STX_197298534185,269.00,339,8.1
STX_197298660914,271.50,339,8.1
STX_197298664493,251.50,229,8.1
STX_197298664523,288.00,359,8.1
STX_197298640121,193.50,259,8.1
STX_197298640169,197.50,259,8.1
STX_197298640114,172.50,239,8.1
STX_197298640220,172.50,239,8.1
STX_197298640251,166.00,229,8.1
STX_197298640282,127.00,179,8.1
STX_197298541619,269.00,339,8.1
STX_197298541633,271.50,329,8.1
STX_197298541701,229.00,299,8.1
STX_197298541664,244.00,319,8.1
STX_197298541671,293.00,369,8.1
STX_197298541534,303.00,379,8.1
STX_194851930248,235.00,309,8.1
STX_197298310413,312.00,389,8.1
STX_196074977062,148.50,209,8.1
STX_196074977215,143.50,199,8.1
STX_196074977147,126.00,179,8.1
STX_196074977079,126.00,179,8.1
STX_196074977024,160.00,219,8.1
STX_196074977055,126.00,179,8.1
STX_196074977093,160.00,219,8.1
STX_196074977161,79.50,139,8.1
STX_196074977178,80.50,139,8.1
STX_197298389044,161.00,229,8.1
STX_197298389068,162.50,229,8.1
STX_197298389105,147.00,209,8.1
STX_197298389136,178.50,239,8.1
STX_197298671583,136.00,189,8.1
STX_197298744140,275.50,339,8.1
STX_197298380645,207.50,269,8.1
STX_197298346306,214.00,279,8.1
STX_197298346283,214.00,279,8.1
STX_197298346337,214.00,279,8.1
STX_197298346368,214.00,279,8.1
STX_197298369428,211.50,279,8.1
STX_197298369398,201.50,269,8.1
STX_197298369442,166.00,229,8.1
STX_197298092814,196.50,259,8.1
STX_197298092807,230.00,299,8.1
STX_197298092784,178.50,239,8.1
STX_197298092869,201.50,269,8.1
STX_197298092876,190.00,249,8.1
STX_197298092890,227.50,299,8.1
STX_197298527545,318.00,389,8.1
STX_197298527484,200.00,259,8.1
STX_197298656146,373.50,459,8.1
STX_197298656115,148.50,209,8.1
STX_197298656238,373.50,459,8.1
STX_197298656122,156.00,219,8.1
STX_197298656221,414.00,489,8.1
STX_196074982929,498.00,589,8.1
STX_196074982882,385.00,459,8.1
STX_196074982905,270.50,339,8.1
STX_196074982912,326.00,399,8.1
STX_196074982899,382.50,459,8.1
STX_197298395489,219.00,289,8.1
STX_197298395625,108.00,159,8.1
STX_197298395571,196.50,259,8.1
STX_197298399401,129.50,189,8.1
STX_197298537520,303.00,379,8.1
STX_197298537438,385.00,459,8.1
STX_197298537476,353.50,429,8.1
STX_197298537452,327.00,399,8.1
STX_197298537537,304.50,379,8.1
STX_197298617932,200.00,269,8.1
STX_197298631235,108.00,159,8.1
STX_197298631150,107.00,159,8.1
STX_197298631211,148.50,209,8.1
STX_197298631242,118.50,169,8.1
STX_197298631259,108.00,159,8.1
STX_197298631181,114.50,169,8.1
STX_197298363891,177.50,239,8.1
STX_197298363907,172.50,239,8.1
STX_197298363884,230.00,299,8.1
STX_196074472246,187.50,249,8.1
STX_196074472239,244.00,319,8.1
STX_196074472215,249.00,319,8.1
STX_197298087896,298.00,369,8.1
STX_197298087827,195.00,259,8.1
STX_197298314992,147.00,209,8.1
STX_197298315043,131.00,189,8.1
STX_197298315029,155.00,219,8.1
STX_197298314985,143.50,199,8.1
STX_197298315050,128.50,189,8.1
STX_197298349840,149.50,209,8.1
STX_220115105661,212.50,279,8.1
STX_197298349888,212.50,279,8.1
STX_197298522250,197.50,259,8.1
STX_197298522397,168.50,239,8.1
STX_197298522274,160.00,219,8.1
STX_197298522373,168.50,239,8.1
STX_197298522267,175.00,239,8.1
STX_197298522342,168.50,239,8.1
STX_197298522281,181.00,239,8.1
STX_197298522328,166.00,229,8.1
STX_197298522380,178.50,239,8.1
STX_196074153329,137.00,199,8.1
STX_196074153312,142.00,199,8.1
STX_196074153367,142.00,199,8.1
STX_196074153350,139.50,199,8.1
STX_196074153275,142.00,199,8.1
STX_196074153336,146.00,209,8.1
STX_196074153343,186.00,249,8.1
STX_196074153282,137.00,199,8.1
STX_197298598668,165.00,229,8.1
STX_197298598705,196.50,259,8.1
STX_197298598590,192.50,259,8.1
STX_197298598767,190.00,249,8.1
STX_197298099844,227.50,299,8.1
STX_197298099943,131.00,189,8.1
STX_197298099967,136.00,189,8.1
STX_197298099851,187.50,249,8.1
STX_197298099912,209.00,279,8.1
STX_197298521970,305.50,379,8.1
STX_197298625913,348.50,429,8.1
STX_197298625968,459.00,539,8.1
STX_197298626088,177.50,239,8.1
STX_197298314732,139.50,199,8.1
STX_196074682553,147.00,209,8.1
STX_196074682485,149.50,209,8.1
STX_196074682591,151.00,209,8.1
STX_196074682577,128.50,189,8.1
STX_196074682539,136.00,189,8.1
STX_196074682515,149.50,209,8.1
STX_196074682621,147.00,209,8.1
STX_196074682584,138.50,199,8.1
STX_196074682508,155.00,219,8.1
STX_197298667661,337.00,419,8.1
STX_197298667715,190.00,249,8.1
STX_197298735810,248.00,319,8.1
STX_197298390576,181.00,239,8.1
STX_197298390514,178.50,239,8.1
STX_197298390606,224.00,289,8.1
STX_197298390705,191.00,249,8.1
STX_197298390644,263.00,329,8.1
STX_197298390552,259.00,319,8.1
STX_197298362030,181.00,239,8.1
STX_197298362092,163.50,229,8.1
STX_197298362009,166.00,229,8.1
STX_197298362122,175.00,239,8.1
STX_197298362115,170.00,229,8.1
STX_197298361972,183.50,269,8.1
STX_197298362085,170.00,239,8.1
STX_197298362139,235.00,309,8.1
STX_197298362016,172.50,239,8.1
STX_197298362054,171.00,239,8.1
STX_197298361989,175.00,239,8.1
STX_197298362108,178.50,239,8.1
STX_197298362047,178.50,239,8.1
STX_197298362023,188.50,249,8.1
STX_197298362078,137.00,199,8.1
STX_197298362061,137.00,229,8.1
STX_197298361965,190.00,249,8.1
STX_197298404013,119.50,149,8.1
STX_197298404051,157.50,219,8.1
STX_197298403979,187.50,249,8.1
STX_197298404006,142.00,199,8.1
STX_197298403986,128.50,189,8.1
STX_197298404044,165.00,229,8.1
STX_197298367301,256.50,319,8.1
STX_197298367417,180.00,239,8.1
STX_197298367349,109.50,159,8.1
STX_197298396790,442.50,519,8.1
STX_197298396714,188.50,249,8.1
STX_197298758949,151.00,209,8.1
STX_197298758840,149.50,209,8.1
STX_197298758857,119.50,149,8.1
STX_197298758925,151.00,209,8.1
STX_197298758970,151.00,209,8.1
STX_197298758956,151.00,209,8.1
STX_197298641562,105.50,159,8.1
STX_197298641555,248.00,319,8.1
STX_197298641456,225.00,299,8.1
STX_197298641524,146.00,209,8.1
STX_197298641487,225.00,299,8.1
STX_197298641517,146.00,209,8.1
STX_197298641548,173.50,239,8.1
STX_197298641395,264.00,329,8.1
STX_197298630269,171.00,239,8.1
STX_197298630221,126.00,179,8.1
STX_197298630399,158.50,219,8.1
STX_197298630351,121.00,149,8.1
STX_197298630313,124.50,149,8.1
STX_197298630405,105.50,159,8.1
STX_197298630276,100.50,159,8.1
STX_197298630375,146.00,209,8.1
STX_197298630245,143.50,199,8.1
STX_197298630382,121.00,149,8.1
STX_197298630412,93.00,149,8.1
STX_197298630337,119.50,149,8.1
STX_197298630344,124.50,149,8.1
STX_197298630290,124.50,149,8.1
STX_197298630238,171.00,239,8.1
STX_197298630320,124.50,149,8.1
STX_197298091169,175.00,239,8.1
STX_197298643283,197.50,259,8.1
STX_197298643269,182.50,239,8.1
STX_197298643252,182.50,239,8.1
STX_197298643337,187.50,249,8.1
STX_197298643344,197.50,259,8.1
STX_197298643191,182.50,239,8.1
STX_197298643313,216.50,279,8.1
STX_197298643207,201.50,269,8.1
STX_197298643214,186.00,249,8.1
STX_197298643306,182.50,239,8.1
STX_197298643351,171.00,239,8.1
STX_197298643221,222.50,289,8.1
STX_197298643245,177.50,239,8.1
STX_197298643276,153.50,219,8.1
STX_197298314602,113.50,169,8.1
STX_196074781874,190.00,249,8.1
STX_439035407193,269.00,299,8.1
STX_887749591224,269.00,339,8.1
STX_887749591361,222.50,289,8.1
STX_887749591354,211.50,279,8.1
STX_196074781881,177.50,239,8.1
STX_887749550542,261.50,339,8.1
STX_191497263228,186.00,249,8.1
STX_922000557639,241.50,319,8.1
STX_191497263204,191.00,259,8.1
STX_191497263235,196.50,259,8.1
STX_889436061195,202.50,269,8.1
STX_889436061249,206.50,269,8.1
STX_889436061218,200.00,259,8.1
STX_889436061294,185.00,249,8.1
STX_889436061256,191.00,259,8.1
STX_196074781591,199.00,259,8.1
STX_889436061270,210.00,279,8.1
STX_889436061102,191.00,249,8.1
STX_197298735629,176.00,239,8.1
STX_197298735780,173.50,239,8.1
STX_197298735711,160.00,219,8.1
STX_197298735605,162.50,239,8.1
STX_197298735735,157.50,219,8.1
STX_197298599207,224.00,289,8.1
STX_197298599047,215.00,279,8.1
STX_197298599153,182.50,239,8.1
STX_197298599146,143.50,199,8.1
STX_197298599177,192.50,259,8.1
STX_197298599184,292.00,359,8.1
STX_197298599061,234.00,309,8.1
STX_197298599139,181.00,239,8.1
STX_197298599108,158.50,219,8.1
STX_197298599221,201.50,269,8.1
STX_197298599054,241.50,319,8.1
STX_197298599092,202.50,269,8.1
STX_197298599078,235.00,309,8.1
STX_197298599122,293.00,359,8.1
STX_197298667869,364.50,449,8.1
STX_197298667968,481.50,569,8.1
STX_197298668057,342.00,419,8.1
STX_197298667937,328.50,399,8.1
STX_197298667920,300.50,479,8.1
STX_197298667883,416.50,489,8.1
STX_197298559843,341.00,419,8.1
STX_197298559805,268.00,329,8.1
STX_197298559850,248.00,319,8.1
STX_197298559812,339.50,419,8.1
STX_197298559782,270.50,339,8.1
STX_197298559904,280.50,349,8.1
STX_197298559829,282.00,349,8.1
STX_197298747875,259.00,339,8.1
STX_197298747929,249.00,319,8.1
STX_197298747868,241.50,319,8.1
STX_197298747806,348.50,429,8.1
STX_197298559225,260.50,329,8.1
STX_197298559263,246.50,319,8.1
STX_197298559300,352.00,429,8.1
STX_197298559195,260.50,329,8.1
STX_197298559218,317.00,389,8.1
STX_197298559287,312.00,389,8.1
STX_197298559294,328.50,399,8.1
STX_442614991112,104.50,159,8.1
STX_445007390141,104.50,159,8.1
STX_197298227391,155.00,219,8.1
STX_197298227438,146.00,209,8.1
STX_197298227322,161.00,229,8.1
STX_197298227315,222.50,289,8.1
STX_197298227292,160.00,219,8.1
STX_197298227308,151.00,209,8.1
STX_197298227452,160.00,219,8.1
STX_197298227285,149.50,209,8.1
STX_197298227445,160.00,219,8.1
STX_197298227384,152.50,209,8.1
STX_197298227407,166.00,229,8.1
STX_197298227278,155.00,219,8.1
STX_197298227261,173.50,239,8.1
STX_197298227414,162.50,229,8.1
STX_197298227360,165.00,229,8.1
STX_197298227346,146.00,209,8.1
STX_197298227339,133.50,189,8.1
STX_197298227377,186.00,249,8.1
STX_197298383219,195.00,259,8.1
STX_197298383318,181.00,239,8.1
STX_197298383226,210.00,279,8.1
STX_197298383332,278.00,339,8.1
STX_197298383387,195.00,259,8.1
STX_197298383202,249.00,319,8.1
STX_197298383325,195.00,259,8.1
STX_197298383394,197.50,259,8.1
STX_197298383301,200.00,259,8.1
STX_197298383264,234.00,309,8.1
STX_197298383271,196.50,259,8.1
STX_197298383233,196.50,259,8.1
STX_197298383288,188.50,249,8.1
STX_196074674299,157.50,219,8.1
STX_196074674275,158.50,189,8.1
STX_196074674350,158.50,219,8.1
STX_196074674237,171.00,239,8.1
STX_196074674336,155.00,219,8.1
STX_196074674374,180.00,239,8.1
STX_196074674367,173.50,149,8.1
STX_196074674343,155.00,209,8.1
STX_196074674268,155.00,209,8.1
STX_196074674244,161.00,229,8.1
STX_196074674282,155.00,209,8.1
STX_196074674305,153.50,209,8.1
STX_196074674381,128.50,189,8.1
STX_196074761333,183.50,249,8.1
STX_196074674312,187.50,249,8.1
STX_196074674329,158.50,219,8.1
STX_196074674251,162.50,229,8.1
STX_196074674220,163.50,229,8.1
STX_196074674398,161.00,229,8.1
STX_197298593090,137.00,199,8.1
STX_197298593168,210.00,279,8.1
STX_197298593038,108.00,159,8.1
STX_197298593113,214.00,279,8.1
STX_197298593083,111.00,159,8.1
STX_197298593021,146.00,209,8.1
STX_197298593151,176.00,239,8.1
STX_197298593144,351.00,429,8.1
STX_196074682713,148.50,209,8.1
STX_196074682652,148.50,209,8.1
STX_196074682829,137.00,199,8.1
STX_196074682775,152.50,209,8.1
STX_196074682799,153.50,219,8.1
STX_196074682737,158.50,219,8.1
STX_196074682683,153.50,219,8.1
STX_196074682720,146.00,209,8.1
STX_196074682669,155.00,219,8.1
STX_196074682676,158.50,219,8.1
STX_196074682782,146.00,209,8.1
STX_196074682812,149.50,209,8.1
STX_196074682690,163.50,229,8.1
STX_196074682805,160.00,219,8.1
STX_196074682768,175.00,239,8.1
STX_196074682638,146.00,209,8.1
STX_197298349291,236.50,309,8.1
STX_197298349338,224.00,289,8.1
STX_197298349345,155.00,219,8.1
STX_197298349178,211.50,279,8.1
STX_197298313155,378.50,449,8.1
STX_197298313278,317.00,389,8.1
STX_197298313223,453.00,529,8.1
STX_197298310536,300.50,369,8.1
STX_197298310499,729.50,839,8.1
STX_197298310673,510.50,599,8.1
STX_197298310543,615.00,709,8.1
STX_197298310482,336.00,409,8.1
STX_197298953429,121.00,149,8.1
STX_197298953450,108.00,159,8.1
STX_197298953382,124.50,149,8.1
STX_197298953399,113.50,169,8.1
STX_197298953375,107.00,159,8.1
STX_197298953368,146.00,209,8.1
STX_197298953443,121.00,149,8.1
STX_197298953412,128.50,189,8.1
STX_197298953337,129.50,189,8.1
STX_197298953320,117.00,169,8.1
STX_197298953504,132.00,189,8.1
STX_197298953351,132.00,189,8.1
STX_197298953498,196.50,259,8.1
STX_197298953474,121.00,149,8.1
STX_197298953313,132.00,189,8.1
STX_197298953344,113.50,169,8.1
STX_197298307444,108.00,159,8.1
STX_197298307383,133.50,189,8.1
STX_197298307437,105.50,159,8.1
STX_197298307512,117.00,169,8.1
STX_197298307352,111.00,159,8.1
STX_197298307499,108.00,159,8.1
STX_197298307475,105.50,159,8.1
STX_197298307482,124.50,149,8.1
STX_197298307376,118.50,169,8.1
STX_197298307505,93.00,149,8.1
STX_197298307369,111.00,159,8.1
STX_197298307468,104.50,159,8.1
STX_197298307345,104.50,159,8.1
STX_197298307338,114.50,169,8.1
STX_197298307451,102.00,159,8.1
STX_197298095303,121.00,149,8.1
STX_197298095334,121.00,149,8.1
STX_197298095259,182.50,239,8.1
STX_197298095280,128.50,189,8.1
STX_197298095211,186.00,249,8.1
STX_197298095242,168.50,239,8.1
STX_197298095297,121.00,149,8.1
STX_196074965137,341.00,419,8.1
STX_196074965090,405.00,479,8.1
STX_196074965106,356.00,439,8.1
STX_196074965120,356.00,439,8.1
STX_196074965168,322.00,399,8.1
STX_196074965175,416.50,489,8.1
STX_196074965205,486.50,499,8.1
STX_196074965144,473.00,559,8.1
STX_196074965113,582.50,569,8.1
STX_196074965182,409.00,479,8.1
STX_196074965151,380.00,449,8.1
STX_196074965076,557.00,519,8.1
STX_196074965014,471.50,519,8.1
STX_196074965038,410.00,479,8.1
STX_196074965083,373.50,459,8.1
STX_196074871421,168.50,239,8.1
STX_196074687534,248.00,319,8.1
STX_196074687466,293.00,359,8.1
STX_196074687558,220.00,289,8.1
STX_196074687473,258.00,319,8.1
STX_196074687497,300.50,369,8.1
STX_196074687459,212.50,279,8.1
STX_196074687527,256.50,319,8.1
STX_196074687435,273.00,339,8.1
STX_198482131821,214.00,279,8.1
STX_198482159115,243.00,319,8.1
STX_198482161187,173.50,239,8.1
STX_198482105112,279.00,349,8.1
STX_198482123383,196.50,259,8.1
STX_198482097288,185.00,249,8.1
STX_197861289382,264.00,329,8.1
STX_197861289498,328.50,399,8.1
STX_197861289344,266.50,329,8.1
STX_197861285858,284.50,359,8.1
STX_197861288057,276.50,459,8.1
STX_197861289849,222.50,289,8.1
STX_197861289085,494.50,439,8.1
STX_197861289795,279.00,349,8.1
STX_197861287982,261.50,329,8.1
STX_197861289764,209.00,279,8.1
STX_197861290371,500.50,589,8.1
STX_197861288682,303.00,379,8.1
STX_197861289535,328.50,399,8.1
STX_197861284912,284.50,349,8.1
STX_197864066041,396.00,469,8.1
STX_197864072899,351.00,429,8.1
STX_197864012765,410.00,479,8.1
STX_197864006894,406.00,479,8.1
STX_197864061886,380.00,419,8.1
STX_197864040775,364.50,449,8.1
STX_197864047651,305.50,379,8.1
STX_197864083567,539.50,629,8.1
STX_197864079560,338.50,419,8.1
STX_197864069622,235.00,309,8.1
STX_197864078099,361.00,439,8.1
STX_197864044117,441.50,519,8.1
STX_197864055854,470.50,549,8.1
STX_197864061183,264.00,329,8.1
STX_197864060858,395.00,469,8.1
STX_197864028605,392.50,469,8.1
STX_197864074763,328.50,399,8.1
STX_197864038017,214.00,279,8.1
STX_198485615717,357.00,429,8.1
STX_198485613256,243.00,319,8.1
STX_198485610811,370.00,449,8.1
STX_198485613522,263.00,329,8.1
STX_198485609914,289.50,359,8.1
STX_198485609402,349.50,429,8.1
STX_198485616745,310.50,379,8.1
STX_198485611238,414.00,489,8.1
STX_198485609976,346.00,419,8.1
STX_198485610217,553.50,639,8.1
STX_198485607491,308.00,419,8.1
STX_198485614659,295.50,369,8.1
STX_198485613744,282.00,349,8.1
STX_198485606449,260.50,329,8.1
STX_198485611054,362.00,439,8.1
STX_198485609273,397.50,469,8.1
STX_198485610521,376.00,459,8.1
STX_198485615090,353.50,429,8.1
STX_198485606456,245.50,319,8.1
STX_198485614758,266.50,329,8.1
STX_198482862916,253.00,319,8.1
STX_197602983203,329.50,399,8.1
STX_197862714364,222.50,289,8.1
STX_197862712421,271.50,339,8.1
STX_197862790207,177.50,239,8.1
STX_198482591182,205.00,269,8.1
STX_198482488314,219.00,289,8.1
STX_198482590765,245.50,319,8.1
STX_198482739683,187.50,249,8.1
STX_198482818593,181.00,239,8.1
STX_198482633998,186.00,249,8.1
STX_198482883713,220.00,289,8.1
STX_198482574642,176.00,259,8.1
STX_198482493493,196.50,259,8.1
STX_198482611859,201.50,269,8.1
STX_198482799274,211.50,279,8.1
STX_197602984743,186.00,249,8.1
STX_197602998726,202.50,269,8.1
STX_197859006847,156.00,249,8.1
STX_197602996791,185.00,249,8.1
STX_197602989014,181.00,239,8.1
STX_197602993523,265.50,329,8.1
STX_197602976502,261.50,329,8.1
STX_198482625405,289.50,359,8.1
STX_196151776168,157.50,219,8.1
STX_196151776212,108.00,159,8.1
STX_196151776182,108.00,159,8.1
STX_196151776205,114.50,169,8.1
STX_196151776151,261.50,329,8.1
STX_196151776175,60.50,119,8.1
STX_640135940323,317.00,389,8.1
STX_197862645118,148.50,209,8.1
STX_197862656305,214.00,279,8.1
STX_197863033037,133.50,189,8.1
STX_197863001418,173.50,239,8.1
STX_197863011981,156.00,219,8.1
STX_195867182904,167.50,229,8.1
STX_195867182867,155.00,219,8.1
STX_195867182935,867.50,979,8.1
STX_195867182836,175.00,239,8.1
STX_195867182898,133.50,189,8.1
STX_195867182881,167.50,229,8.1
STX_195867182973,405.00,479,8.1
STX_195867183017,151.00,209,8.1
STX_886668786049,269.00,339,8.1
STX_886668786056,333.50,409,8.1
STX_886668786032,305.50,379,8.1
STX_886668786025,222.50,289,8.1
STX_886668786018,331.00,409,8.1
STX_886668781730,236.50,309,8.1
STX_886668786483,234.00,309,8.1
STX_886737148402,339.50,419,8.1
STX_886737153765,431.50,509,8.1
STX_886737154762,595.00,689,8.1
STX_198481130436,129.50,189,8.1
STX_198480975823,168.50,239,8.1
STX_198481024728,134.50,189,8.1
STX_197600697638,131.00,189,8.1
STX_197600704510,152.50,209,8.1
